cosecha,MOB,bgi_sum,monto_sum,pct
2023-02,4,0.0,11923880.4391,0.0
2023-02,5,0.0,11923880.4391,0.0
2023-02,6,0.0,11923880.4391,0.0
2023-02,7,140206.1873,11923880.4391,1.1758436191648245
2023-02,8,124032.8,11923880.4391,1.040204995626087
2023-02,9,124032.8,11923880.4391,1.040204995626087
2023-02,10,124032.8,11923880.4391,1.040204995626087
2023-02,11,124032.8,11923880.4391,1.040204995626087
2023-02,12,124032.8,11923880.4391,1.040204995626087
2023-02,13,265675.1212,11923880.4391,2.228092797113394
2023-02,14,265675.1212,11923880.4391,2.228092797113394
2023-02,15,265675.1212,11923880.4391,2.228092797113394
2023-02,16,496179.8812,11923880.4391,4.1612282489260775
2023-02,17,493577.52119999996,11923880.4391,4.139403474572701
2023-02,18,490912.52119999996,11923880.4391,4.117053367880411
2023-02,19,490912.52119999996,11923880.4391,4.117053367880411
2023-02,20,634285.0812,11923880.4391,5.319451871725369
2023-02,21,634285.0812,11923880.4391,5.319451871725369
2023-02,22,634285.0812,11923880.4391,5.319451871725369
2023-02,23,634285.0812,11923880.4391,5.319451871725369
2023-02,24,624285.0812,11923880.4391,5.23558655580683
2023-02,25,621785.0812,11923880.4391,5.214620226827195
2023-02,26,621785.0812,11923880.4391,5.214620226827195
2023-02,27,619285.0812,11923880.4391,5.193653897847561
2023-02,28,619285.0812,11923880.4391,5.193653897847561
2023-02,29,610694.0812,11923880.4391,5.121605204941945
2023-02,30,610694.0812,11923880.4391,5.121605204941945
2023-02,31,610694.0812,11923880.4391,5.121605204941945
2023-02,32,610694.0812,11923880.4391,5.121605204941945
2023-02,33,610694.0812,11923880.4391,5.121605204941945
2023-03,1,0.0,17340275.3926,0.0
2023-03,2,0.0,17340275.3926,0.0
2023-03,3,0.0,17340275.3926,0.0
2023-03,4,0.0,17340275.3926,0.0
2023-03,5,141550.84,17340275.3926,0.8163125255808056
2023-03,6,141550.84,17340275.3926,0.8163125255808056
2023-03,7,260672.9,17340275.3926,1.5032800465858964
2023-03,8,260672.9,17340275.3926,1.5032800465858964
2023-03,9,260672.9,17340275.3926,1.5032800465858964
2023-03,10,260672.9,17340275.3926,1.5032800465858964
2023-03,11,488924.19999999995,17340275.3926,2.8195872841134313
2023-03,12,260672.9,17340275.3926,1.5032800465858964
2023-03,13,536106.3058,17340275.3926,3.0916827654812478
2023-03,14,830008.6158,17340275.3926,4.786594197657369
2023-03,15,830008.6158,17340275.3926,4.786594197657369
2023-03,16,993247.63,17340275.3926,5.7279807126008535
2023-03,17,1092632.05,17340275.3926,6.301122821072861
2023-03,18,1199923.73,17340275.3926,6.919865474063175
2023-03,19,1199923.73,17340275.3926,6.919865474063175
2023-03,20,1124094.4411,17340275.3926,6.482563948088793
2023-03,21,1323850.9764,17340275.3926,7.6345441258963875
2023-03,22,1323850.9764,17340275.3926,7.6345441258963875
2023-03,23,1384476.9564,17340275.3926,7.984169369021836
2023-03,24,1380720.1464,17340275.3926,7.962504142173113
2023-03,25,1456425.3582,17340275.3926,8.399090125301774
2023-03,26,1615673.8109,17340275.3926,9.317463386939588
2023-03,27,1768099.0538,17340275.3926,10.196487736028347
2023-03,28,1702712.6162999999,17340275.3926,9.819409310111858
2023-03,29,1691247.8683,17340275.3926,9.753293012991843
2023-03,30,1682916.8308,17340275.3926,9.705248577068094
2023-03,31,1659074.1534,17340275.3926,9.567749737746457
2023-03,32,1780367.1434,17340275.3926,10.26723684076999
2023-04,1,0.0,13615420.48,0.0
2023-04,2,14854.44999999998,13615420.48,0.10910019284252014
2023-04,3,14854.44999999998,13615420.48,0.10910019284252014
2023-04,4,14854.44999999998,13615420.48,0.10910019284252014
2023-04,5,14854.44999999998,13615420.48,0.10910019284252014
2023-04,6,14854.44999999998,13615420.48,0.10910019284252014
2023-04,7,234671.52839999998,13615420.48,1.7235716571861612
2023-04,8,234671.52839999998,13615420.48,1.7235716571861612
2023-04,9,234671.52839999998,13615420.48,1.7235716571861612
2023-04,10,596449.8284,13615420.48,4.380693415059334
2023-04,11,596449.8284,13615420.48,4.380693415059334
2023-04,12,376632.75,13615420.48,2.766221950715693
2023-04,13,376632.75,13615420.48,2.766221950715693
2023-04,14,497238.73,13615420.48,3.65202625016543
2023-04,15,420517.3905,13615420.48,3.0885376703400933
